id,GenTauID,RecoTauID
41390,-11,-11
41391,0,0
41400,0,-2
41401,-11,-11
41410,11,11
41411,0,0
41420,-13,-13
41421,11,-2
41430,0,0
41431,-13,-13
41440,1,2
41441,0,-2
41450,1,1
41451,-11,-11
41460,-13,-13
41461,1,-20
41470,1,1
41471,0,0
41480,0,0
41481,-13,-13
41490,-11,-11
41491,-13,-13
41500,-11,-2
41501,0,0
41510,10,-20
41511,10,10
41520,-13,-13
41521,1,1
41530,-13,-13
41531,0,-13
41540,1,-2
41541,1,1
41550,-11,-11
41551,-11,-11
41560,2,-2
41561,-13,-13
41570,-11,-11
41571,-11,-11
41580,0,0
41581,-13,-13
41590,1,-20
41591,-11,-11
41600,1,1
41601,10,-11
41610,-11,-11
41611,10,10
41620,2,2
41621,-13,-13
41630,10,10
41631,-13,-13
41640,1,1
41641,2,2
41650,-13,-13
41651,0,0
41660,1,-11
41661,1,1
41670,1,1
41671,-11,-11
41680,-13,-13
41681,2,2
41690,1,1
41691,0,0
41700,-13,-13
41701,-13,-13
41710,-11,1
41711,-11,-11
41720,2,2
41721,4,3
41730,1,1
41731,10,10
41740,-13,-13
41741,-13,-13
41750,1,1
41751,1,1
41760,1,1
41761,10,-2
41770,1,1
41771,-11,-2
41780,2,-20
41781,-11,-11
41790,11,-20
41791,0,-2
41800,1,1
41801,-13,-13
41810,2,2
41811,1,1
41820,-11,-11
41821,1,1
41830,2,1
41831,1,1
41840,1,1
41841,0,-20
41850,1,1
41851,1,1
41860,1,1
41861,0,0
41870,-11,-11
41871,-13,-2
41880,1,1
41881,1,1
41890,-11,-11
41891,2,2
41900,0,0
41901,-11,-11
41910,1,1
41911,1,1
41920,-13,-13
41921,2,2
41930,0,0
41931,0,-20
41940,-13,-13
41941,1,2
41950,1,1
41951,0,0
41960,-11,0
41961,-11,-11
41970,-11,-11
41971,1,1
41980,-13,-13
41981,2,2
41990,-11,-11
41991,-11,-11
42000,10,10
42001,1,0
42010,1,2
42011,-13,-13
42020,1,-11
42021,2,2
42030,1,1
42031,-13,-13
42040,-11,-11
42041,-11,-2
42050,0,0
42051,-13,-13
42060,1,1
42061,1,1
42070,1,1
42071,1,1
42080,0,0
42081,2,2
42090,10,10
42091,-13,-13
42100,1,0
42101,-13,-13
42110,-1,-1
42111,1,2
42120,0,0
42121,-11,-11
42130,1,1
42131,-11,1
42140,1,1
42141,-13,-13
42150,0,0
42151,-11,-2
42160,0,0
42161,0,0
42170,-13,-13
42171,-13,-13
42180,-11,-11
42181,10,10
42190,-13,-13
42191,1,-2
42200,-13,-13
42201,2,-20
42210,0,0
42211,0,0
42220,-13,-13
42221,-13,-13
42230,0,0
42231,1,1
42240,1,3
42241,-13,-13
42250,-13,0
42251,0,0
42260,2,2
42261,2,2
42270,-11,-11
42271,1,1
42280,-13,-13
42281,2,2
42290,-11,-11
42291,-11,-11
42300,11,11
42301,0,0
42310,1,-20
42311,1,1
42320,2,2
42321,1,1
42330,3,3
42331,-11,-11
42340,-11,-11
42341,1,3
42350,0,0
42351,1,1
42360,0,0
42361,-11,-11
42370,3,3
42371,1,1
42380,-13,-13
42381,1,1
42390,2,2
42391,1,2
42400,-13,-13
42401,-11,-11
42410,-11,-11
42411,0,0
42420,11,12
42421,10,11
42430,-13,-13
42431,10,10
42440,12,-20
42441,-11,-2
42450,11,11
42451,1,4
42460,10,10
42461,11,11
42470,1,1
42471,1,1
42480,10,11
42481,1,-2
42490,2,-20
42491,11,12
42500,-11,-2
42501,1,1
42510,-13,0
42511,-11,-2
42520,1,-2
42521,11,12
42530,-13,-13
42531,-13,-13
42540,0,0
42541,10,10
42550,-11,-2
42551,0,0
42560,1,1
42561,1,1
42570,1,1
42571,-11,-11
42580,-11,0
42581,0,0
42590,1,2
42591,10,-20
42600,-11,-11
42601,-11,-2
42610,1,1
42611,0,0
42620,10,10
42621,0,0
42630,2,2
42631,1,1
42640,10,-2
42641,1,1
42650,0,0
42651,11,11
42660,1,1
42661,-11,-11
42670,10,10
42671,-11,-11
42680,10,10
42681,10,10
42690,-13,-13
42691,-13,-13
42700,2,2
42701,-13,-13
42710,-11,-11
42711,0,0
42720,-13,-13
42721,1,-20
42730,-11,-11
42731,10,10
42740,1,1
42741,3,3
42750,11,-2
42751,1,1
42760,0,0
42761,-13,-13
42770,1,2
42771,-13,-13
42780,1,-11
42781,-11,-11
42790,-11,-11
42791,10,-2
42800,-13,0
42801,-11,-11
42810,0,0
42811,-13,-13
42820,1,1
42821,10,10
42830,-13,-13
42831,2,2
42840,-11,-11
42841,0,0
42850,-13,-13
42851,1,1
42860,-13,-13
42861,-13,-13
42870,0,-2
42871,0,0
42880,-11,-11
42881,-13,-13
42890,12,12
42891,0,1
42900,1,1
42901,-13,-13
42910,0,-20
42911,10,10
42920,2,2
42921,-11,-11
42930,0,0
42931,1,1
42940,11,11
42941,-11,-11
42950,2,2
42951,0,0
42960,1,1
42961,0,0
42970,11,-2
42971,-11,-11
42980,-13,-13
42981,2,2
42990,1,2
42991,1,1
43000,1,1
43001,-13,-13
43010,0,0
43011,0,0
43020,1,1
43021,0,-2
43030,-11,-2
43031,-13,-13
43040,-11,-11
43041,-11,-11
43050,-11,-11
43051,1,1
43060,-13,-13
43061,10,10
43070,1,-2
43071,3,2
43080,10,10
43081,11,11
43090,-13,-13
43091,1,1
43100,2,2
43101,1,1
43110,2,2
43111,10,10
43120,1,2
43121,10,-11
43130,-11,-11
43131,1,1
43140,0,0
43141,0,0
43150,0,0
43151,1,1
43160,2,2
43161,0,0
43170,-11,-11
43171,-11,-2
43180,-11,-2
43181,2,2
43190,1,-11
43191,1,1
43200,1,1
43201,-13,-13
43210,-13,-13
43211,1,1
43220,-11,-11
43221,1,1
43230,1,1
43231,0,0
43240,1,1
43241,-13,0
43250,1,-2
43251,-13,-2
43260,-11,-11
43261,1,1
43270,0,0
43271,1,1
43280,11,11
43281,1,1
43290,0,-2
43291,2,2
43300,-13,-13
43301,-11,-11
43310,1,-20
43311,10,-2
43320,10,10
43321,1,-11
43330,1,1
43331,10,10
43340,-11,-1
43341,1,-11
43350,-13,0
43351,-11,-11
43360,1,1
43361,1,1
43370,1,1
43371,0,0
43380,-13,-13
43381,10,-2
43390,-11,-11
43391,-11,-11
43400,1,1
43401,2,2
43410,-11,-2
43411,-11,-11
43420,11,-2
43421,-13,-13
43430,-13,-13
43431,1,-11
43440,1,2
43441,1,1
43450,0,0
43451,10,-20
43460,-11,-11
43461,10,-20
43470,-13,-13
43471,1,1
43480,-11,-11
43481,1,0
43490,-11,-11
43491,-11,-11
43500,1,-11
43501,2,2
43510,10,10
43511,11,-11
43520,-13,-13
43521,-11,-11
43530,10,-2
43531,-13,-13
43540,-13,-13
43541,2,1
43550,2,-11
43551,-13,-13
43560,-13,-13
43561,-13,-13
43570,1,1
43571,-13,0
43580,-13,-13
43581,-11,-11
43590,11,12
43591,-13,-13
43600,1,1
43601,-11,-11
43610,-13,-13
43611,0,0
43620,-13,-13
43621,-13,-13
43630,10,10
43631,10,-13
43640,2,2
43641,1,0
43650,10,10
43651,0,-2
43660,3,3
43661,10,-11
43670,11,12
43671,10,-11
43680,-13,-2
43681,0,1
43690,-13,-13
43691,-13,-13
43700,1,1
43701,-13,-13
43710,0,0
43711,-11,-11
43720,-11,-11
43721,-11,-11
43730,1,1
43731,10,-2
43740,1,1
43741,-13,-13
43750,2,2
43751,1,1
43760,-11,-11
43761,-11,-11
43770,0,0
43771,-11,-11
43780,-11,-11
43781,10,-2
43790,11,-2
43791,10,10
43800,0,1
43801,2,2
43810,10,10
43811,2,2
43820,11,-11
43821,0,0
43830,-11,-11
43831,-11,-11
43840,1,1
43841,-13,-13
43850,-13,-13
43851,-11,-11
43860,0,0
43861,0,0
43870,11,-11
43871,1,1
43880,-13,-13
43881,11,11
43890,-13,-13
43891,-13,-13
43900,2,2
43901,-11,-11
43910,1,2
43911,1,-2
43920,1,1
43921,10,10
43930,-13,0
43931,2,2
43940,1,2
43941,-11,-11
43950,1,1
43951,11,11
43960,11,-20
43961,-11,-2
43970,-13,0
43971,1,1
43980,2,3
43981,-13,-13
43990,2,2
43991,-11,-11
44000,-13,-13
44001,1,1
44010,-11,-11
44011,-13,-13
44020,10,-2
44021,-13,-13
44030,1,1
44031,1,1
44040,1,1
44041,0,0
44050,-13,-13
44051,1,1
44060,0,0
44061,1,1
44070,-13,-13
44071,10,-20
44080,0,-2
44081,-11,-11
44090,2,2
44091,-13,-13
44100,11,11
44101,-11,-11
44110,0,0
44111,1,-11
44120,-13,-13
44121,0,-2
44130,-13,-13
44131,1,1
44140,2,2
44141,1,2
44150,2,2
44151,-13,-13
44160,-13,-2
44161,10,-2
44170,0,0
44171,-13,-13
44180,1,1
44181,1,1
44190,10,10
44191,3,-2
44200,1,1
44201,-11,-11
44210,1,-13
44211,0,0
44220,0,0
44221,1,-2
44230,-13,-13
44231,-13,-13
44240,1,2
44241,-13,-2
44250,1,1
44251,1,1
44260,-11,-11
44261,0,0
44270,1,1
44271,-13,0
44280,-11,-11
44281,1,1
44290,1,-2
44291,-13,-13
44300,0,0
44301,1,1
44310,-13,-13
44311,-13,-13
44320,-11,-11
44321,1,1
44330,-13,-13
44331,0,-20
44340,2,0
44341,0,-2
44350,-13,-13
44351,2,2
44360,-11,-11
44361,-13,-13
44370,2,-2
44371,-11,-2
44380,-11,-11
44381,3,-11
44390,-11,-11
44391,10,11
44400,-11,-11
44401,10,10
44410,1,2
44411,1,1
44420,1,2
44421,2,3
44430,3,3
44431,10,-20
44440,-11,-2
44441,1,1
44450,-13,-13
44451,10,12
44460,-11,-11
44461,-11,-11
44470,2,2
44471,1,1
44480,-13,-13
44481,10,10
44490,10,11
44491,1,2
44500,-13,-13
44501,-13,-13
44510,0,2
44511,1,1
44520,1,1
44521,-11,1
44530,2,2
44531,1,1
44540,0,0
44541,-11,-11
44550,0,-2
44551,1,1
44560,-11,-2
44561,2,1
44570,1,1
44571,0,0
44580,0,-2
44581,-13,-13
44590,0,0
44591,1,2
44600,10,10
44601,1,1
44610,-11,-2
44611,0,0
44620,2,-2
44621,1,-2
44630,-11,-11
44631,0,0
44640,10,-2
44641,-13,-13
44650,11,-2
44651,1,1
44660,0,0
44661,11,-2
44670,12,-2
44671,-13,-13
44680,1,1
44681,1,1
44690,10,-2
44691,-11,-2
44700,10,-2
44701,-13,-13
44710,11,11
44711,1,1
44720,-13,-13
44721,-13,-13
44730,1,2
44731,1,1
44740,1,-11
44741,11,-2
44750,0,0
44751,1,1
44760,11,-2
44761,11,11
44770,0,0
44771,1,-20
44780,-11,-11
44781,1,1
44790,-13,0
44791,11,11
44800,10,-2
44801,11,-20
44810,0,0
44811,-13,-13
44820,-11,-11
44821,1,-11
44830,-11,-11
44831,2,2
44840,-13,-13
44841,0,-20
44850,-11,-11
44851,1,1
44860,-11,-11
44861,1,1
44870,-13,-13
44871,2,3
44880,-13,-13
44881,2,-2
44890,-11,-11
44891,1,1
44900,-11,-11
44901,1,1
44910,-11,-11
44911,0,0
44920,1,-13
44921,-11,-2
44930,-11,-11
44931,1,1
44940,0,0
44941,11,11
44950,1,1
44951,-13,-13
44960,-13,-13
44961,11,-2
44970,2,2
44971,-11,-11
44980,-13,-13
44981,11,12
44990,-11,-11
44991,2,1
45000,1,1
45001,-13,-13
45010,-13,-13
45011,0,0
45020,10,-2
45021,-11,-2
45030,11,12
45031,1,1
45040,-11,-11
45041,-13,-13
45050,4,4
45051,-11,-11
45060,1,1
45061,2,3
45070,11,11
45071,0,0
45080,-13,-13
45081,-13,0
45090,2,-20
45091,-11,-11
45100,2,2
45101,11,-2
45110,0,0
45111,1,-2
45120,1,-2
45121,2,2
45130,-13,-13
45131,0,0
45140,0,0
45141,-11,-11
45150,1,-2
45151,1,-2
45160,-13,-13
45161,1,1
45170,-11,-11
45171,0,0
45180,-11,-11
45181,0,-20
45190,11,11
45191,-13,-13
45200,10,-20
45201,1,1
45210,1,1
45211,10,-20
45220,-11,-11
45221,10,-2
45230,1,1
45231,10,10
45240,11,11
45241,2,2
45250,-11,-11
45251,1,0
45260,-11,-11
45261,-13,-13
45270,11,12
45271,2,2
45280,-13,-13
45281,-13,-13
45290,-13,-13
45291,10,-20
45300,-13,-13
45301,2,2
45310,1,2
45311,-11,-2
45320,-11,1
45321,-11,-11
45330,1,1
45331,-11,-11
45340,-13,-13
45341,-11,-11
45350,-13,-13
45351,11,-11
45360,0,0
45361,2,2
45370,-13,-13
45371,1,1
45380,3,3
45381,10,-2
45390,-13,-13
45391,10,-2
45400,-11,1
45401,-11,-11
45410,0,0
45411,-11,-11
45420,-13,-13
45421,1,1
45430,-11,-11
45431,-13,-13
45440,10,-20
45441,-11,-11
45450,1,1
45451,0,0
45460,1,1
45461,1,1
45470,1,1
45471,2,2
45480,1,1
45481,10,10
45490,-11,-11
45491,1,1
45500,-11,-11
45501,-13,-13
45510,-11,-11
45511,10,10
45520,1,1
45521,0,0
45530,10,-2
45531,2,-2
45540,1,1
45541,2,-11
45550,-13,-13
45551,1,1
45560,1,1
45561,-11,1
45570,2,2
45571,-11,-11
45580,2,2
45581,1,1
45590,1,2
45591,1,1
45600,-11,-11
45601,-13,-13
45610,-11,-2
45611,1,1
45620,-13,-13
45621,-13,0
45630,1,1
45631,2,3
45640,10,10
45641,0,-11
45650,-11,1
45651,1,-2
45660,2,2
45661,1,2
45670,0,0
45671,0,0
45680,0,0
45681,1,1
45690,1,-2
45691,0,0
45700,1,1
45701,1,1
45710,1,1
45711,10,11
45720,1,1
45721,-11,-11
45730,3,1
45731,-13,-13
45740,-13,-13
45741,-13,-2
45750,1,-11
45751,2,2
45760,10,-11
45761,0,-2
45770,11,-2
45771,1,-2
45780,-11,-11
45781,-11,-11
45790,10,-2
45791,-13,-13
45800,-11,-11
45801,0,0
45810,1,1
45811,1,1
45820,2,1
45821,1,3
45830,0,0
45831,-11,-2
45840,0,0
45841,1,1
45850,-11,-11
45851,0,0
45860,0,0
45861,1,1
45870,2,2
45871,1,1
45880,0,-2
45881,2,-2
45890,10,-2
45891,1,1
45900,-13,-13
45901,-11,-11
45910,1,1
45911,2,2
45920,-11,-11
45921,1,-2
45930,-13,-13
45931,1,1
45940,-11,-2
45941,-11,-11
45950,2,2
45951,-13,-13
45960,2,2
45961,-13,-13
45970,10,-2
45971,11,10
45980,10,10
45981,1,1
45990,1,2
45991,2,2
46000,1,1
46001,-13,-13
46010,1,1
46011,0,0
46020,-13,-13
46021,-11,-11
46030,-11,-11
46031,-13,0
46040,1,1
46041,1,1
46050,1,1
46051,-13,-13
46060,2,2
46061,-13,-13
46070,0,0
46071,1,1
46080,-13,-13
46081,-11,-2
46090,11,-2
46091,1,-11
46100,1,1
46101,-13,-13
46110,-11,-2
46111,1,1
46120,11,11
46121,1,1
46130,1,2
46131,1,1
46140,1,3
46141,10,11
46150,1,1
46151,-13,-13
46160,-11,0
46161,0,0
46170,-13,-13
46171,-13,-13
46180,3,3
46181,1,1
46190,1,1
46191,2,2
46200,1,2
46201,11,-2
46210,-11,-11
46211,0,0
46220,2,2
46221,1,1
46230,10,-1
46231,10,1
46240,0,0
46241,1,2
46250,-13,-13
46251,-13,0
46260,1,1
46261,1,1
46270,-11,-11
46271,1,1
46280,-11,-2
46281,-13,-13
46290,1,1
46291,10,-11
46300,10,-2
46301,-11,-11
46310,10,-13
46311,11,-11
46320,-13,-13
46321,10,10
46330,-11,-11
46331,1,1
46340,-13,-13
46341,1,-2
46350,10,-20
46351,0,0
46360,10,-20
46361,0,0
46370,-13,-2
46371,-13,-13
46380,0,-20
46381,-13,-13
46390,11,11
46391,-13,-13
46400,-11,-11
46401,10,10
46410,-11,-11
46411,1,1
46420,1,-11
46421,1,2
46430,10,-20
46431,-13,-13
46440,0,0
46441,-11,-11
46450,2,-2
46451,-11,-11
46460,-13,-13
46461,-13,-13
46470,1,2
46471,-11,-11
46480,0,0
46481,-13,-2
46490,-11,-11
46491,10,10
46500,2,2
46501,-11,-11
46510,2,3
46511,1,1
46520,2,2
46521,11,-2
46530,-11,-2
46531,1,-11
46540,1,1
46541,0,0
46550,-11,-11
46551,2,2
46560,-13,-13
46561,-13,-13
46570,-13,-13
46571,1,2
46580,1,1
46581,1,1
46590,1,-2
46591,2,2
46600,-13,-13
46601,-13,-13
46610,10,10
46611,1,1
46620,-13,-13
46621,1,-2
46630,-11,-11
46631,0,0
46640,0,0
46641,-13,-13
46650,-11,-11
46651,10,-2
46660,10,10
46661,2,-11
46670,-13,-13
46671,10,10
46680,2,3
46681,10,10
46690,1,2
46691,1,1
46700,10,-2
46701,0,4
46710,1,-2
46711,11,-2
46720,1,1
46721,10,10
46730,10,-2
46731,1,-2
46740,1,2
46741,1,1
46750,10,10
46751,-11,-11
46760,11,11
46761,0,0
46770,10,10
46771,1,1
46780,2,2
46781,2,2
46790,-11,-2
46791,10,10
46800,1,-2
46801,0,0
46810,1,1
46811,1,1
46820,1,1
46821,1,1
46830,-13,-13
46831,-13,-13
46840,10,10
46841,1,0
46850,-13,-13
46851,1,-2
46860,10,-20
46861,-11,-11
46870,2,3
46871,1,1
46880,1,1
46881,1,-2
46890,1,-2
46891,11,-11
46900,1,1
46901,-13,-13
46910,-11,-11
46911,-11,-2
46920,-11,-11
46921,2,2
46930,1,1
46931,1,1
46940,2,3
46941,-11,-11
46950,-11,-11
46951,0,1
46960,2,-11
46961,2,1
46970,-11,-11
46971,1,1
46980,-13,-13
46981,2,2
46990,0,0
46991,10,-20
47000,1,1
47001,1,1
47010,1,1
47011,1,1
47020,11,11
47021,-11,-11
47030,1,1
47031,-11,-11
47040,11,-2
47041,2,-11
47050,-11,-11
47051,-13,-13
47060,1,2
47061,1,1
47070,0,0
47071,11,-2
47080,1,-2
47081,3,2
47090,2,2
47091,-13,-13
47100,1,1
47101,1,1
47110,2,3
47111,-11,-11
47120,1,1
47121,-13,0
47130,-11,-11
47131,-11,-11
47140,1,-11
47141,-13,-13
47150,-13,-13
47151,1,1
47160,1,-11
47161,1,2
47170,0,0
47171,-11,-11
47180,1,1
47181,-11,-11
47190,-13,-13
47191,11,-2
47200,1,-2
47201,11,10
47210,0,1
47211,2,-20
47220,-13,-13
47221,10,10
47230,2,1
47231,11,-2
47240,11,12
47241,1,-20
47250,-11,-11
47251,-11,-11
47260,11,-2
47261,10,10
47270,1,1
47271,-13,0
47280,10,10
47281,-11,-11
47290,1,1
47291,-11,-2
47300,2,2
47301,-11,-11
47310,2,-2
47311,2,2
47320,0,-20
47321,-13,-13
47330,-11,-2
47331,-13,0
47340,1,1
47341,-11,-11
47350,0,2
47351,0,1
47360,-13,-13
47361,-11,-11
47370,2,2
47371,-11,-11
47380,10,-20
47381,-13,-13
47390,2,2
47391,0,0
47400,1,-20
47401,0,0
47410,1,1
47411,1,1
47420,1,-2
47421,0,-2
47430,10,10
47431,0,0
47440,1,1
47441,1,1
47450,2,2
47451,-13,0
47460,2,2
47461,-13,-2
47470,-13,-13
47471,-13,-13
47480,0,0
47481,2,2
47490,1,2
47491,11,-2
47500,0,0
47501,1,-2
47510,-11,-11
47511,-13,-13
47520,-13,-13
47521,2,-2
47530,-13,-13
47531,-13,-2
47540,-13,-13
47541,1,1
47550,-11,-11
47551,1,1
47560,-11,-11
47561,2,1
47570,-13,-13
47571,2,1
47580,2,2
47581,-13,-13
47590,0,0
47591,-13,-13
47600,10,-20
47601,-13,-13
47610,10,10
47611,0,0
47620,2,2
47621,1,1
47630,1,1
47631,-13,-13
47640,1,1
47641,0,0
47650,10,-2
47651,1,1
47660,11,-20
47661,-11,-11
47670,0,0
47671,10,-2
47680,1,1
47681,1,1
47690,-13,-13
47691,1,1
47700,2,2
47701,-11,-11
47710,2,2
47711,0,0
47720,0,-2
47721,-13,-13
47730,11,-2
47731,-13,-2
47740,-13,-13
47741,1,1
47750,0,0
47751,1,-2
47760,0,0
47761,1,1
47770,-13,-13
47771,1,1
47780,1,-2
47781,0,0
47790,10,10
47791,-11,-11
47800,1,1
47801,-11,-11
47810,-11,-11
47811,1,2
47820,0,1
47821,2,2
47830,2,2
47831,1,1
47840,-13,-13
47841,-11,-11
47850,-11,-11
47851,-11,-11
47860,-11,-11
47861,1,1
47870,0,0
47871,-13,-13
47880,1,1
47881,10,10
47890,1,2
47891,0,0
47900,0,0
47901,10,-20
47910,2,2
47911,10,13
47920,1,1
47921,-13,-2
47930,-13,-13
47931,11,11
47940,2,1
47941,-13,-13
47950,1,2
47951,2,2
47960,10,10
47961,-13,-13
47970,11,11
47971,-13,-13
47980,2,2
47981,10,-2
47990,2,2
47991,1,1
48000,-11,1
48001,-11,-11
48010,1,1
48011,-11,-11
48020,10,10
48021,0,-2
48030,-13,-13
48031,1,1
48040,1,-2
48041,11,-11
48050,10,-11
48051,1,1
48060,1,-11
48061,-13,-13
48070,-13,-13
48071,10,-2
48080,-11,2
48081,10,-2
48090,10,10
48091,-11,-11
48100,-11,-11
48101,0,0
48110,2,-11
48111,11,-2
48120,-13,-13
48121,-13,-13
48130,1,-2
48131,-13,-13
48140,-13,-2
48141,11,-2
48150,1,2
48151,-11,-11
48160,1,1
48161,-13,-13
48170,-13,-13
48171,1,1
48180,-13,-13
48181,0,-2
48190,1,-2
48191,1,1
48200,2,2
48201,10,10
48210,-13,-13
48211,1,1
48220,1,1
48221,-11,-2
48230,-11,-11
48231,-13,-13
48240,1,1
48241,1,1
48250,2,2
48251,-13,-13
48260,0,0
48261,-11,-11
48270,1,-20
48271,0,0
48280,-13,-13
48281,1,1
48290,-11,-11
48291,2,2
48300,-13,-13
48301,1,1
48310,-13,-13
48311,-11,-11
48320,1,1
48321,-13,-13
48330,11,-2
48331,1,1
48340,-11,1
48341,-13,-13
48350,2,2
48351,0,0
48360,0,0
48361,-11,0
48370,3,2
48371,10,11
48380,1,-2
48381,1,1
48390,1,3
48391,2,2
48400,1,0
48401,-11,-11
48410,-13,-13
48411,10,-13
48420,-13,-13
48421,0,0
48430,-13,-13
48431,-11,-2
48440,-13,-13
48441,-13,-13
48450,-13,-13
48451,3,3
48460,2,2
48461,1,1
48470,-11,-11
48471,10,10
48480,-13,-13
48481,-11,-11
48490,-13,-13
48491,1,-2
48500,-11,-2
48501,0,0
48510,1,1
48511,1,2
48520,0,0
48521,1,1
48530,-13,-13
48531,1,1
48540,10,-13
48541,1,1
48550,-11,-11
48551,-11,-11
48560,-11,-11
48561,-13,-13
48570,0,3
48571,1,1
48580,0,0
48581,-13,-13
48590,-13,-13
48591,1,1
48600,10,10
48601,-13,-13
48610,0,-2
48611,1,1
48620,-13,-2
48621,2,2
48630,0,0
48631,-11,-11
48640,-13,-13
48641,2,2
48650,-11,-11
48651,11,-2
48660,10,-2
48661,-11,-11
48670,1,1
48671,1,-2
48680,10,-11
48681,1,2
48690,-11,-11
48691,-11,-11
48700,10,10
48701,1,1
48710,1,1
48711,10,10
48720,10,-2
48721,-13,0
48730,10,10
48731,10,-2
48740,-13,-13
48741,11,11
48750,0,1
48751,-11,-11
48760,1,1
48761,0,0
48770,-13,-13
48771,-13,-2
48780,0,0
48781,-13,-13
48790,-13,-13
48791,-11,-11
48800,3,3
48801,2,2
48810,1,1
48811,1,1
48820,2,2
48821,2,3
48830,1,1
48831,2,2
48840,-11,-11
48841,0,0
48850,1,1
48851,-11,-11
48860,-11,-11
48861,11,11
48870,2,2
48871,1,1
48880,10,-2
48881,2,-2
48890,0,-20
48891,10,-2
48900,-11,-11
48901,1,1
48910,-11,-11
48911,2,2
48920,3,-20
48921,-13,-13
48930,-13,-13
48931,1,1
48940,-13,-13
48941,-11,-11
48950,10,-2
48951,11,11
48960,10,10
48961,0,0
48970,-11,-11
48971,1,1
48980,1,1
48981,0,0
48990,1,1
48991,2,-2
49000,11,2
49001,1,1
49010,1,0
49011,1,1
49020,-11,-11
49021,1,-11
49030,11,-20
49031,-13,-13
49040,-13,-13
49041,10,-2
49050,-13,-13
49051,1,4
49060,2,-2
49061,0,-2
49070,2,2
49071,-13,-13
49080,2,2
49081,2,-11
49090,1,1
49091,2,2
49100,0,-2
49101,1,1
49110,-11,-11
49111,10,10
49120,-11,-2
49121,2,2
49130,2,-2
49131,-11,-11
49140,11,11
49141,-13,0
49150,0,0
49151,2,2
49160,-13,-13
49161,11,11
49170,0,-2
49171,1,1
49180,-13,-13
49181,-11,-11
49190,-13,-13
49191,-11,-11
49200,0,0
49201,-13,-13
49210,10,10
49211,1,1
49220,10,-11
49221,-11,-11
49230,-11,-11
49231,1,1
49240,-13,-13
49241,-13,-13
49250,0,0
49251,10,10
49260,1,-2
49261,10,-20
49270,1,1
49271,1,1
49280,1,1
49281,10,10
49290,1,-20
49291,1,2
49300,-13,-13
49301,-11,-11
49310,-11,-11
49311,-11,-11
49320,10,10
49321,10,10
49330,2,-2
49331,-13,-13
49340,10,-2
49341,2,2
49350,-11,-11
49351,1,1
49360,11,11
49361,2,2
49370,-11,-2
49371,10,10
49380,1,1
49381,-11,-11
49390,1,1
49391,2,-11
49400,-13,-2
49401,1,1
49410,1,-13
49411,2,2
49420,1,1
49421,-11,-11
49430,-13,-13
49431,0,0
49440,-11,-11
49441,-13,-13
49450,-1,-2
49451,11,-2
49460,-11,-11
49461,-11,-11
49470,1,1
49471,-11,-11
49480,0,0
49481,1,1
49490,1,1
49491,-11,-11
49500,10,10
49501,11,11
49510,-13,-13
49511,-13,-13
49520,0,0
49521,10,11
49530,10,10
49531,1,2
49540,1,1
49541,-11,-11
49550,0,0
49551,1,1
49560,-11,-11
49561,1,1
49570,-13,-13
49571,10,-20
49580,-11,-11
49581,1,1
49590,1,1
49591,-11,-11
49600,0,-2
49601,-11,-11
49610,-13,-13
49611,-13,-13
49620,0,-20
49621,-11,1
49630,1,1
49631,-11,-11
49640,10,-20
49641,0,0
49650,0,0
49651,10,10
49660,1,3
49661,10,-2
49670,-13,0
49671,-11,-11
49680,2,-20
49681,-11,-11
49690,10,10
49691,0,0
49700,2,-2
49701,-13,-2
49710,10,-2
49711,0,0
49720,1,1
49721,-11,-11
49730,2,2
49731,2,1
49740,0,0
49741,-13,-13
49750,0,0
49751,-13,-13
49760,-13,-13
49761,11,11
49770,-11,-11
49771,1,1
49780,-11,-11
49781,-11,-11
49790,-13,-13
49791,1,1
49800,-11,-11
49801,-13,-13
49810,-13,-13
49811,-11,-11
49820,-11,-11
49821,2,2
49830,2,1
49831,-13,-13
49840,-13,-2
49841,10,10
49850,2,2
49851,1,1
49860,10,-20
49861,10,10
49870,2,1
49871,0,-2
49880,-1,11
49881,10,10
49890,-13,-13
49891,2,2
49900,1,1
49901,-13,-2
49910,-11,-11
49911,-13,-13
49920,-13,-13
49921,1,1
49930,1,0
49931,1,1
49940,1,2
49941,1,-11
49950,1,1
49951,1,1
49960,0,0
49961,-13,-13
49970,1,1
49971,1,1
49980,-11,-11
49981,1,1
49990,1,1
49991,-11,-11
50000,10,-2
50001,2,3
50010,-13,-13
50011,-11,-11
50020,1,1
50021,11,-2
50030,1,1
50031,0,0
50040,-11,-11
50041,0,0
50050,10,10
50051,-11,-11
50060,1,1
50061,1,1
50070,2,2
50071,-11,-11
50080,11,11
50081,1,1
50090,-13,-13
50091,-13,-13
50100,0,0
50101,1,1
50110,1,-2
50111,-11,-2
50120,1,1
50121,1,1
50130,10,-20
50131,1,-11
50140,-13,0
50141,1,2
50150,0,0
50151,1,1
50160,1,-2
50161,0,-2
50170,-11,-11
50171,1,1
50180,2,2
50181,1,1
50190,1,-11
50191,1,1
50200,-11,-11
50201,-11,-11
50210,1,1
50211,1,1
50220,-11,-2
50221,-13,-2
50230,-13,-13
50231,-11,-11
50240,10,10
50241,1,2
50250,10,10
50251,-13,-13
50260,2,1
50261,1,1
50270,1,1
50271,0,0
50280,-13,-13
50281,-13,-13
